review_id,business_id,user_id,stars,text,date
R3505,B191,U119,3,Slightly delayed.,2022-12-18
R3506,B207,U63,3,Average food.,2022-12-27
R3507,B170,U19,3,Average food.,2021-12-15
R3508,B122,U488,3,Decent price.,2020-01-16
R3509,B177,U143,4,Great food! Loved it.,2024-07-10
R3510,B128,U143,4,Great food! Great food!,2024-07-16
R3511,B119,U197,1,Terrible experience. Waste of money.,2023-01-08
R3512,B275,U195,3,Average food.,2021-11-14
R3513,B206,U27,3,Slightly delayed.,2025-05-02
R3514,B182,U480,5,Delicious. Loved it.,2020-10-25
R3515,B109,U415,2,Cold food. Cold food.,2024-04-25
R3516,B157,U372,1,Terrible experience. Cold food.,2024-07-28
R3517,B242,U401,3,Decent price.,2025-12-25
R3518,B248,U284,5,Great food! Great food!,2023-12-22
R3519,B227,U238,5,Loved it. Delicious.,2023-10-24
R3520,B213,U134,2,Never again. Never again.,2021-07-15
R3521,B279,U465,2,Rude staff. Rude staff.,2020-05-26
R3522,B286,U128,4,Loved it. Great food!,2024-05-11
R3523,B279,U20,2,Never again. Waste of money.,2024-05-12
R3524,B134,U401,4,Loved it. Loved it.,2025-10-01
R3525,B261,U292,5,Great food! Loved it.,2025-06-27
R3526,B136,U434,3,Not bad but not great.,2021-08-15
R3527,B123,U5,2,Terrible experience. Waste of money.,2023-01-12
R3528,B192,U112,5,Will come again. Delicious.,2023-01-19
R3529,B116,U460,5,Great food! Loved it.,2024-09-11
R3530,B251,U93,4,Great food! Will come again.,2022-05-09
R3531,B281,U117,4,Will come again. Amazing service.,2025-03-05
R3532,B237,U336,3,Slightly delayed.,2020-04-04
R3533,B166,U351,4,Great food! Amazing service.,2024-08-19
R3534,B260,U22,3,Not bad but not great.,2024-12-08
R3535,B190,U500,4,Great food! Loved it.,2022-01-22
R3536,B141,U277,3,Not bad but not great.,2025-01-20
R3537,B194,U56,4,Amazing service. Loved it.,2020-09-15
R3538,B286,U262,3,It was okay.,2020-04-07
R3539,B165,U191,5,Loved it. Delicious.,2025-07-03
R3540,B255,U74,5,Will come again. Loved it.,2020-06-20
R3541,B221,U500,2,Cold food. Cold food.,2023-11-12
R3542,B247,U319,2,Waste of money. Cold food.,2020-03-12
R3543,B279,U477,2,Terrible experience. Cold food.,2021-10-01
R3544,B262,U109,5,Great food! Delicious.,2022-09-23
R3545,B276,U365,5,Delicious. Delicious.,2022-04-13
R3546,B241,U17,3,Slightly delayed.,2025-12-05
R3547,B208,U490,5,Will come again. Great food!,2020-04-19
R3548,B184,U295,3,Slightly delayed.,2025-09-24
R3549,B289,U376,2,Waste of money. Never again.,2020-09-26
R3550,B274,U242,4,Great food! Delicious.,2025-09-17
R3551,B291,U138,5,Will come again. Loved it.,2021-10-10
R3552,B222,U125,2,Rude staff. Cold food.,2022-04-15
R3553,B249,U355,2,Cold food. Terrible experience.,2021-08-24
R3554,B255,U41,5,Will come again. Loved it.,2022-09-17
R3555,B271,U335,1,Terrible experience. Cold food.,2023-10-08
R3556,B240,U403,3,Decent price.,2023-04-19
R3557,B273,U126,4,Amazing service. Delicious.,2023-11-19
R3558,B212,U311,3,Average food.,2022-05-11
R3559,B267,U42,4,Loved it. Great food!,2023-07-17
R3560,B188,U254,5,Amazing service. Delicious.,2025-04-06
R3561,B248,U86,4,Will come again. Great food!,2020-07-09
R3562,B266,U365,3,Slightly delayed.,2023-12-04
R3563,B159,U446,3,Average food.,2020-07-01
R3564,B106,U68,2,Rude staff. Terrible experience.,2024-09-13
R3565,B172,U66,4,Will come again. Loved it.,2023-12-18
R3566,B293,U61,5,Amazing service. Loved it.,2022-06-19
R3567,B237,U316,3,Slightly delayed.,2020-12-02
R3568,B166,U487,5,Great food! Loved it.,2023-07-21
R3569,B191,U149,2,Waste of money. Waste of money.,2023-12-05
R3570,B174,U470,2,Rude staff. Never again.,2024-02-05
R3571,B197,U304,2,Terrible experience. Never again.,2022-11-21
R3572,B220,U165,4,Will come again. Will come again.,2023-03-17
R3573,B134,U484,4,Delicious. Loved it.,2020-04-10
R3574,B109,U175,3,Decent price.,2020-10-17
R3575,B180,U261,4,Delicious. Delicious.,2023-05-11
R3576,B219,U388,4,Will come again. Loved it.,2021-03-02
R3577,B171,U221,3,Average food.,2024-05-19
R3578,B231,U51,4,Delicious. Loved it.,2022-05-06
R3579,B255,U141,5,Great food! Loved it.,2023-08-08
R3580,B281,U481,4,Amazing service. Loved it.,2022-10-25
R3581,B156,U474,3,It was okay.,2021-11-09
R3582,B248,U106,5,Amazing service. Great food!,2024-09-25
R3583,B139,U307,4,Amazing service. Great food!,2020-09-18
R3584,B113,U251,2,Rude staff. Terrible experience.,2020-06-07
R3585,B106,U483,3,Not bad but not great.,2024-07-24
R3586,B140,U267,3,Decent price.,2021-08-10
R3587,B165,U367,3,It was okay.,2025-02-15
R3588,B112,U135,2,Waste of money. Waste of money.,2020-03-09
R3589,B180,U412,4,Great food! Loved it.,2020-12-26
R3590,B258,U168,2,Rude staff. Terrible experience.,2021-09-11
R3591,B111,U323,4,Loved it. Will come again.,2025-09-22
R3592,B231,U457,5,Great food! Loved it.,2020-07-04
R3593,B169,U163,3,Slightly delayed.,2021-09-22
R3594,B185,U126,2,Terrible experience. Terrible experience.,2021-10-13
R3595,B211,U136,1,Rude staff. Rude staff.,2023-03-16
R3596,B227,U145,5,Amazing service. Will come again.,2021-04-21
R3597,B215,U439,2,Terrible experience. Never again.,2025-12-07
R3598,B214,U223,3,It was okay.,2020-08-18
R3599,B159,U364,2,Never again. Rude staff.,2021-01-14
R3600,B275,U315,3,Not bad but not great.,2023-11-19
R3601,B282,U327,3,Average food.,2022-08-17
R3602,B279,U450,3,Average food.,2022-04-10
R3603,B299,U408,2,Waste of money. Waste of money.,2025-07-20
R3604,B238,U279,3,Not bad but not great.,2023-05-04
R3605,B134,U494,4,Amazing service. Great food!,2022-07-15
R3606,B115,U127,3,Not bad but not great.,2025-07-04
R3607,B234,U490,2,Rude staff. Waste of money.,2022-11-04
R3608,B145,U361,4,Loved it. Will come again.,2021-08-27
R3609,B298,U211,4,Will come again. Delicious.,2025-04-01
R3610,B112,U138,3,Not bad but not great.,2024-04-28
R3611,B176,U288,4,Will come again. Great food!,2022-05-22
R3612,B255,U201,5,Loved it. Will come again.,2023-07-13
R3613,B271,U138,2,Cold food. Terrible experience.,2023-12-08
R3614,B288,U158,2,Cold food. Terrible experience.,2023-07-08
R3615,B227,U275,4,Delicious. Amazing service.,2021-11-04
R3616,B131,U313,3,Slightly delayed.,2022-03-20
R3617,B277,U11,3,Slightly delayed.,2025-01-26
R3618,B158,U400,5,Will come again. Great food!,2025-06-12
R3619,B179,U336,4,Delicious. Great food!,2020-09-07
R3620,B125,U102,2,Cold food. Never again.,2021-09-13
R3621,B224,U411,2,Rude staff. Cold food.,2021-06-11
R3622,B218,U111,3,Decent price.,2024-12-08
R3623,B153,U433,4,Great food! Great food!,2020-09-04
R3624,B108,U406,2,Never again. Waste of money.,2023-01-06
R3625,B191,U155,3,Not bad but not great.,2020-04-21
R3626,B161,U140,4,Amazing service. Great food!,2025-02-27
R3627,B212,U336,3,Decent price.,2023-03-27
R3628,B286,U40,4,Loved it. Great food!,2020-09-24
R3629,B100,U8,4,Will come again. Great food!,2025-09-20
R3630,B260,U377,2,Rude staff. Terrible experience.,2024-07-07
R3631,B290,U402,2,Never again. Cold food.,2022-07-17
R3632,B140,U155,3,It was okay.,2022-08-07
R3633,B216,U497,4,Great food! Loved it.,2025-10-16
R3634,B296,U220,2,Waste of money. Cold food.,2020-04-14
R3635,B280,U248,2,Never again. Cold food.,2022-12-18
R3636,B216,U196,2,Never again. Rude staff.,2020-08-24
R3637,B174,U391,2,Waste of money. Cold food.,2024-12-04
R3638,B232,U296,4,Will come again. Amazing service.,2020-07-25
R3639,B198,U190,4,Amazing service. Will come again.,2023-10-04
R3640,B157,U74,2,Cold food. Cold food.,2025-02-04
R3641,B166,U107,4,Delicious. Amazing service.,2023-10-08
R3642,B268,U207,5,Great food! Amazing service.,2024-08-17
R3643,B175,U31,4,Delicious. Amazing service.,2023-05-14
R3644,B167,U428,5,Loved it. Loved it.,2021-01-11
R3645,B166,U209,4,Delicious. Delicious.,2020-05-23
R3646,B235,U407,1,Rude staff. Never again.,2023-09-16
R3647,B118,U165,2,Cold food. Rude staff.,2023-12-16
R3648,B299,U440,1,Never again. Never again.,2025-12-03
R3649,B118,U359,2,Terrible experience. Waste of money.,2020-07-05
R3650,B136,U267,2,Terrible experience. Rude staff.,2025-02-06
R3651,B189,U446,4,Amazing service. Will come again.,2020-01-14
R3652,B132,U321,2,Waste of money. Rude staff.,2024-08-05
R3653,B298,U205,4,Delicious. Will come again.,2020-05-04
R3654,B139,U369,4,Will come again. Loved it.,2025-05-17
R3655,B135,U456,4,Loved it. Delicious.,2022-10-21
R3656,B134,U149,5,Amazing service. Amazing service.,2024-11-07
R3657,B158,U266,5,Delicious. Loved it.,2024-05-16
R3658,B193,U108,3,Decent price.,2022-12-24
R3659,B220,U269,2,Rude staff. Rude staff.,2025-08-01
R3660,B124,U92,4,Loved it. Will come again.,2021-08-03
R3661,B126,U360,4,Great food! Loved it.,2021-04-23
R3662,B250,U235,4,Great food! Delicious.,2022-02-02
R3663,B117,U305,5,Delicious. Will come again.,2021-02-12
R3664,B275,U453,3,Slightly delayed.,2021-06-21
R3665,B285,U141,1,Terrible experience. Rude staff.,2022-07-19
R3666,B222,U320,2,Cold food. Cold food.,2023-05-18
R3667,B289,U40,2,Never again. Rude staff.,2024-03-04
R3668,B189,U92,2,Rude staff. Cold food.,2022-10-04
R3669,B134,U301,4,Amazing service. Delicious.,2025-07-11
R3670,B208,U310,2,Never again. Never again.,2022-12-28
R3671,B260,U343,3,Slightly delayed.,2023-04-06
R3672,B231,U111,5,Great food! Amazing service.,2020-10-05
R3673,B253,U244,4,Amazing service. Amazing service.,2020-06-03
R3674,B173,U262,4,Great food! Amazing service.,2023-07-22
R3675,B153,U168,3,Decent price.,2022-09-25
R3676,B252,U124,3,It was okay.,2024-07-13
R3677,B149,U182,1,Waste of money. Waste of money.,2022-09-11
R3678,B123,U453,1,Never again. Terrible experience.,2024-04-06
R3679,B274,U431,4,Loved it. Amazing service.,2023-09-15
R3680,B254,U351,5,Will come again. Loved it.,2020-09-14
R3681,B104,U92,3,Not bad but not great.,2020-06-28
R3682,B207,U373,2,Waste of money. Cold food.,2023-04-20
R3683,B218,U196,1,Never again. Rude staff.,2022-03-24
R3684,B272,U227,4,Great food! Amazing service.,2022-09-07
R3685,B148,U159,4,Great food! Delicious.,2022-02-12
R3686,B252,U472,1,Cold food. Never again.,2020-10-09
R3687,B277,U332,3,It was okay.,2022-11-16
R3688,B198,U357,4,Will come again. Great food!,2025-05-09
R3689,B195,U422,5,Great food! Delicious.,2020-12-16
R3690,B158,U324,3,Slightly delayed.,2023-08-06
R3691,B254,U414,5,Will come again. Delicious.,2020-01-12
R3692,B298,U458,4,Great food! Delicious.,2025-03-23
R3693,B207,U43,4,Amazing service. Amazing service.,2023-02-02
R3694,B114,U327,3,Decent price.,2025-01-11
R3695,B228,U440,3,It was okay.,2024-05-28
R3696,B101,U336,3,Average food.,2024-12-01
R3697,B162,U429,3,Not bad but not great.,2025-06-23
R3698,B141,U370,2,Rude staff. Never again.,2022-09-01
R3699,B166,U214,3,Decent price.,2025-11-02
R3700,B110,U423,1,Terrible experience. Rude staff.,2024-03-24
R3701,B269,U43,3,Not bad but not great.,2021-08-02
R3702,B189,U102,2,Cold food. Never again.,2025-09-14
R3703,B102,U160,4,Amazing service. Great food!,2022-09-12
R3704,B199,U239,2,Terrible experience. Cold food.,2024-12-03
R3705,B297,U46,2,Never again. Waste of money.,2020-02-06
R3706,B117,U163,5,Great food! Amazing service.,2024-11-01
R3707,B206,U404,3,Average food.,2020-04-21
R3708,B200,U236,3,Not bad but not great.,2020-12-08
R3709,B219,U383,4,Loved it. Amazing service.,2025-03-10
R3710,B232,U362,4,Great food! Will come again.,2022-03-09
R3711,B114,U162,4,Amazing service. Delicious.,2023-04-27
R3712,B181,U453,5,Amazing service. Loved it.,2021-03-10
R3713,B158,U358,3,Not bad but not great.,2023-05-03
R3714,B167,U297,5,Will come again. Loved it.,2022-06-25
R3715,B268,U425,5,Delicious. Will come again.,2025-11-27
R3716,B160,U487,4,Amazing service. Great food!,2024-07-05
R3717,B173,U292,3,Slightly delayed.,2021-12-14
R3718,B177,U331,3,Not bad but not great.,2025-05-07
R3719,B284,U283,4,Loved it. Delicious.,2025-05-03
R3720,B219,U396,3,Slightly delayed.,2021-05-07
R3721,B210,U17,1,Waste of money. Cold food.,2020-09-22
R3722,B249,U72,2,Rude staff. Waste of money.,2023-10-11
R3723,B155,U289,3,Not bad but not great.,2023-11-19
R3724,B138,U360,4,Great food! Loved it.,2020-11-12
R3725,B278,U216,5,Great food! Amazing service.,2023-06-11
R3726,B205,U468,2,Terrible experience. Rude staff.,2022-05-06
R3727,B229,U96,4,Will come again. Delicious.,2020-08-26
R3728,B125,U304,1,Never again. Waste of money.,2024-12-14
R3729,B293,U428,5,Will come again. Will come again.,2021-05-24
R3730,B156,U173,4,Loved it. Delicious.,2023-11-13
R3731,B173,U498,4,Loved it. Great food!,2021-09-04
R3732,B219,U397,5,Will come again. Will come again.,2022-10-13
R3733,B115,U15,3,Slightly delayed.,2021-09-06
R3734,B215,U495,2,Cold food. Never again.,2025-09-07
R3735,B234,U385,3,Slightly delayed.,2021-03-22
R3736,B188,U404,3,Not bad but not great.,2020-02-10
R3737,B240,U235,2,Rude staff. Cold food.,2023-03-15
R3738,B286,U338,3,It was okay.,2021-04-06
R3739,B221,U42,2,Cold food. Cold food.,2021-04-28
R3740,B177,U224,3,Average food.,2020-12-08
R3741,B286,U433,4,Amazing service. Delicious.,2022-01-16
R3742,B290,U52,4,Amazing service. Loved it.,2023-09-22
R3743,B269,U358,3,Decent price.,2021-08-22
R3744,B135,U362,4,Will come again. Will come again.,2021-02-13
R3745,B243,U391,4,Amazing service. Loved it.,2021-07-25
R3746,B160,U460,3,Not bad but not great.,2022-11-24
R3747,B164,U202,2,Waste of money. Never again.,2024-02-12
R3748,B208,U14,2,Waste of money. Never again.,2021-10-06
R3749,B127,U186,2,Rude staff. Cold food.,2022-09-27
R3750,B196,U307,2,Terrible experience. Never again.,2023-02-21
R3751,B258,U256,2,Rude staff. Rude staff.,2021-01-07
R3752,B122,U223,3,Not bad but not great.,2020-06-13
R3753,B181,U78,5,Amazing service. Will come again.,2022-05-13
R3754,B202,U134,5,Will come again. Great food!,2023-03-06
R3755,B109,U350,3,Decent price.,2024-02-15
R3756,B189,U352,2,Terrible experience. Cold food.,2025-02-21
R3757,B105,U412,3,Decent price.,2020-03-11
R3758,B184,U295,3,Average food.,2024-07-22
R3759,B118,U249,1,Waste of money. Terrible experience.,2025-11-13
R3760,B214,U395,3,Decent price.,2020-05-14
R3761,B276,U310,5,Loved it. Great food!,2023-09-12
R3762,B250,U365,3,Decent price.,2022-09-12
R3763,B244,U218,2,Terrible experience. Rude staff.,2024-07-28
R3764,B247,U77,3,It was okay.,2020-06-23
R3765,B237,U102,4,Delicious. Loved it.,2024-10-24
R3766,B281,U223,3,Decent price.,2020-08-10
R3767,B105,U445,4,Great food! Great food!,2023-08-12
R3768,B231,U352,5,Great food! Delicious.,2022-05-14
R3769,B296,U393,2,Cold food. Cold food.,2020-09-09
R3770,B167,U183,5,Amazing service. Loved it.,2023-01-15
R3771,B207,U326,4,Loved it. Loved it.,2020-10-04
R3772,B186,U375,3,Not bad but not great.,2020-09-24
R3773,B252,U90,2,Waste of money. Rude staff.,2020-09-04
R3774,B259,U325,5,Amazing service. Amazing service.,2023-07-09
R3775,B257,U353,4,Loved it. Will come again.,2024-04-27
R3776,B215,U235,2,Never again. Never again.,2020-02-11
R3777,B106,U76,4,Loved it. Great food!,2024-12-21
R3778,B168,U263,2,Terrible experience. Waste of money.,2025-02-11
R3779,B196,U206,2,Cold food. Waste of money.,2020-03-24
R3780,B224,U429,2,Cold food. Terrible experience.,2023-02-26
R3781,B254,U134,5,Amazing service. Delicious.,2022-10-17
R3782,B171,U356,2,Never again. Rude staff.,2020-06-19
R3783,B248,U390,5,Will come again. Amazing service.,2023-05-24
R3784,B271,U142,3,Average food.,2024-11-02
R3785,B118,U205,3,Slightly delayed.,2021-11-10
R3786,B130,U209,5,Loved it. Great food!,2021-01-26
R3787,B296,U141,1,Waste of money. Rude staff.,2022-08-20
R3788,B272,U114,5,Loved it. Great food!,2021-01-23
R3789,B263,U114,3,Not bad but not great.,2020-10-10
R3790,B122,U302,1,Never again. Waste of money.,2023-11-20
R3791,B263,U200,5,Loved it. Delicious.,2023-09-01
R3792,B297,U164,2,Cold food. Cold food.,2022-08-05
R3793,B255,U108,4,Will come again. Will come again.,2024-12-06
R3794,B177,U207,2,Waste of money. Cold food.,2020-11-28
R3795,B105,U496,3,Slightly delayed.,2020-11-16
R3796,B281,U177,3,Slightly delayed.,2020-04-24
R3797,B189,U190,3,Slightly delayed.,2022-05-25
R3798,B145,U346,5,Loved it. Will come again.,2023-01-05
R3799,B125,U86,1,Never again. Never again.,2024-06-19
R3800,B280,U392,2,Waste of money. Waste of money.,2020-05-18
R3801,B237,U121,3,Decent price.,2023-09-05
R3802,B110,U486,1,Waste of money. Never again.,2020-02-13
R3803,B120,U57,5,Amazing service. Amazing service.,2024-05-06
R3804,B104,U282,2,Rude staff. Waste of money.,2023-06-25
R3805,B216,U462,5,Amazing service. Will come again.,2024-05-11
R3806,B111,U341,4,Loved it. Great food!,2025-11-25
R3807,B264,U258,3,Not bad but not great.,2024-09-13
R3808,B168,U254,2,Rude staff. Waste of money.,2023-05-27
R3809,B132,U474,2,Waste of money. Rude staff.,2021-07-10
R3810,B287,U425,1,Terrible experience. Never again.,2022-08-21
R3811,B232,U197,4,Amazing service. Great food!,2024-11-14
R3812,B106,U211,3,Decent price.,2021-11-01
R3813,B113,U115,3,Slightly delayed.,2021-10-20
R3814,B121,U42,3,Slightly delayed.,2024-10-24
R3815,B277,U485,3,Decent price.,2020-06-20
R3816,B292,U86,3,Average food.,2024-11-16
R3817,B222,U12,1,Terrible experience. Cold food.,2025-10-26
R3818,B201,U262,4,Will come again. Delicious.,2021-03-15
R3819,B173,U371,3,Not bad but not great.,2021-03-16
R3820,B148,U68,4,Amazing service. Loved it.,2022-02-01
R3821,B262,U237,5,Amazing service. Delicious.,2023-04-22
R3822,B211,U124,2,Never again. Waste of money.,2021-08-17
R3823,B201,U429,4,Great food! Delicious.,2022-03-08
R3824,B176,U4,2,Waste of money. Terrible experience.,2025-01-22
R3825,B126,U241,4,Will come again. Delicious.,2023-02-26
R3826,B293,U453,5,Will come again. Loved it.,2025-09-04
R3827,B168,U366,1,Never again. Never again.,2020-08-16
R3828,B215,U150,3,It was okay.,2023-12-25
R3829,B262,U205,5,Great food! Loved it.,2025-09-21
R3830,B146,U404,5,Will come again. Will come again.,2020-02-05
R3831,B139,U389,3,Not bad but not great.,2024-02-24
R3832,B114,U188,3,Average food.,2023-11-11
R3833,B141,U408,4,Amazing service. Amazing service.,2023-04-09
R3834,B227,U329,5,Great food! Loved it.,2025-02-15
R3835,B171,U388,2,Waste of money. Rude staff.,2022-06-10
R3836,B120,U404,4,Will come again. Loved it.,2023-12-09
R3837,B132,U141,3,Slightly delayed.,2024-01-25
R3838,B236,U268,2,Rude staff. Rude staff.,2022-01-08
R3839,B147,U289,3,Not bad but not great.,2022-12-10
R3840,B174,U291,2,Cold food. Rude staff.,2025-05-16
R3841,B109,U80,2,Waste of money. Cold food.,2025-12-05
R3842,B235,U150,1,Rude staff. Never again.,2023-05-21
R3843,B110,U436,1,Rude staff. Terrible experience.,2021-10-10
R3844,B116,U7,5,Amazing service. Delicious.,2022-06-24
R3845,B298,U208,4,Delicious. Delicious.,2023-10-06
R3846,B199,U301,2,Cold food. Rude staff.,2024-06-17
R3847,B232,U194,3,Not bad but not great.,2023-11-06
R3848,B295,U90,2,Never again. Waste of money.,2023-07-01
R3849,B289,U176,3,It was okay.,2021-05-07
R3850,B295,U143,2,Rude staff. Rude staff.,2024-12-26
R3851,B244,U183,2,Terrible experience. Rude staff.,2023-08-19
R3852,B274,U460,5,Great food! Delicious.,2021-12-07
R3853,B137,U205,5,Loved it. Great food!,2025-02-11
R3854,B237,U139,5,Delicious. Great food!,2024-09-28
R3855,B156,U447,3,Slightly delayed.,2020-01-15
R3856,B268,U127,4,Delicious. Delicious.,2021-05-26
R3857,B256,U117,2,Rude staff. Rude staff.,2025-12-15
R3858,B285,U312,1,Rude staff. Terrible experience.,2022-09-09
R3859,B259,U381,3,It was okay.,2021-12-27
R3860,B164,U464,3,It was okay.,2021-09-10
R3861,B102,U117,4,Great food! Amazing service.,2021-10-25
R3862,B241,U238,2,Never again. Waste of money.,2020-09-26
R3863,B146,U405,4,Great food! Loved it.,2025-02-07
R3864,B298,U227,4,Will come again. Great food!,2020-08-07
R3865,B231,U302,5,Great food! Delicious.,2021-10-16
R3866,B160,U5,5,Loved it. Delicious.,2024-07-28
R3867,B187,U399,4,Great food! Will come again.,2025-04-19
R3868,B233,U1,5,Delicious. Will come again.,2022-07-20
R3869,B227,U324,5,Loved it. Will come again.,2021-06-17
R3870,B109,U146,1,Waste of money. Never again.,2025-05-09
R3871,B168,U175,2,Never again. Rude staff.,2022-11-18
R3872,B216,U321,2,Never again. Cold food.,2023-02-25
R3873,B131,U4,4,Amazing service. Will come again.,2022-09-16
R3874,B110,U84,3,Decent price.,2021-02-25
R3875,B154,U49,2,Waste of money. Cold food.,2023-06-21
R3876,B121,U100,5,Delicious. Amazing service.,2020-04-07
R3877,B141,U157,4,Loved it. Delicious.,2022-09-16
R3878,B269,U475,4,Great food! Loved it.,2024-04-19
R3879,B125,U166,3,Average food.,2021-04-25
R3880,B271,U437,2,Waste of money. Rude staff.,2021-10-22
R3881,B125,U490,2,Rude staff. Cold food.,2024-08-21
R3882,B275,U400,2,Never again. Waste of money.,2025-05-08
R3883,B219,U242,3,Not bad but not great.,2022-06-05
R3884,B274,U373,5,Loved it. Loved it.,2022-12-11
R3885,B212,U218,4,Will come again. Loved it.,2024-07-25
R3886,B253,U391,4,Will come again. Great food!,2023-01-14
R3887,B265,U500,1,Cold food. Rude staff.,2023-05-01
R3888,B172,U339,4,Amazing service. Amazing service.,2025-05-10
R3889,B102,U165,5,Loved it. Great food!,2023-07-11
R3890,B115,U379,2,Never again. Never again.,2021-04-20
R3891,B129,U226,3,Slightly delayed.,2022-02-03
R3892,B214,U167,1,Rude staff. Rude staff.,2025-08-24
R3893,B268,U488,4,Delicious. Will come again.,2020-11-13
R3894,B236,U144,2,Waste of money. Rude staff.,2024-10-13
R3895,B144,U29,5,Great food! Great food!,2025-06-09
R3896,B125,U225,1,Never again. Cold food.,2022-02-16
R3897,B238,U451,3,Average food.,2025-02-11
R3898,B258,U448,2,Waste of money. Rude staff.,2021-10-10
R3899,B228,U103,3,Slightly delayed.,2024-02-15
R3900,B281,U294,2,Rude staff. Cold food.,2024-11-09
R3901,B143,U272,3,Slightly delayed.,2022-12-01
R3902,B261,U446,5,Amazing service. Great food!,2025-12-24
R3903,B187,U491,3,Not bad but not great.,2022-08-24
R3904,B258,U165,1,Rude staff. Rude staff.,2023-04-15
R3905,B265,U102,2,Cold food. Cold food.,2025-12-09
R3906,B163,U383,4,Loved it. Delicious.,2020-03-04
R3907,B287,U203,1,Waste of money. Waste of money.,2023-01-27
R3908,B281,U31,3,Slightly delayed.,2024-06-01
R3909,B217,U17,1,Never again. Waste of money.,2024-06-26
R3910,B240,U145,2,Never again. Waste of money.,2024-06-21
R3911,B237,U290,4,Great food! Great food!,2020-09-25
R3912,B209,U273,3,It was okay.,2021-09-28
R3913,B213,U294,3,It was okay.,2023-10-21
R3914,B215,U393,2,Rude staff. Terrible experience.,2025-07-27
R3915,B287,U232,1,Cold food. Waste of money.,2025-03-21
R3916,B200,U38,3,Not bad but not great.,2021-11-19
R3917,B181,U271,5,Loved it. Will come again.,2025-12-27
R3918,B266,U206,4,Will come again. Great food!,2024-05-01
R3919,B278,U10,5,Delicious. Will come again.,2020-04-11
R3920,B168,U78,3,Decent price.,2022-04-19
R3921,B287,U273,3,Not bad but not great.,2023-11-22
R3922,B111,U395,3,Average food.,2024-06-23
R3923,B284,U79,3,Slightly delayed.,2021-03-07
R3924,B106,U52,5,Loved it. Amazing service.,2020-09-20
R3925,B114,U277,2,Terrible experience. Rude staff.,2022-02-11
R3926,B272,U337,4,Loved it. Amazing service.,2021-04-10
R3927,B299,U139,2,Rude staff. Waste of money.,2021-04-25
R3928,B280,U14,3,Not bad but not great.,2021-08-04
R3929,B221,U228,2,Waste of money. Terrible experience.,2025-12-07
R3930,B255,U229,4,Will come again. Great food!,2023-07-07
R3931,B258,U303,2,Rude staff. Waste of money.,2020-02-06
R3932,B277,U468,3,Slightly delayed.,2024-12-17
R3933,B112,U84,3,It was okay.,2021-02-16
R3934,B186,U384,5,Delicious. Loved it.,2022-07-07
R3935,B195,U47,3,Average food.,2024-06-16
R3936,B218,U58,1,Cold food. Never again.,2023-01-01
R3937,B193,U205,2,Waste of money. Waste of money.,2020-06-12
R3938,B125,U223,1,Cold food. Terrible experience.,2025-05-08
R3939,B141,U334,3,It was okay.,2025-07-16
R3940,B282,U488,3,It was okay.,2022-12-21
R3941,B294,U24,3,Not bad but not great.,2021-04-06
R3942,B267,U66,4,Delicious. Great food!,2024-03-05
R3943,B192,U32,4,Will come again. Great food!,2024-04-28
R3944,B253,U191,3,Not bad but not great.,2024-07-27
R3945,B102,U89,5,Amazing service. Will come again.,2021-09-05
R3946,B249,U451,2,Rude staff. Cold food.,2020-03-01
R3947,B100,U157,4,Will come again. Amazing service.,2023-11-12
R3948,B273,U165,2,Cold food. Never again.,2020-01-11
R3949,B111,U18,5,Great food! Will come again.,2025-03-14
R3950,B229,U194,4,Great food! Delicious.,2024-12-17
R3951,B135,U81,3,Average food.,2020-01-12
R3952,B208,U215,4,Amazing service. Great food!,2020-02-16
R3953,B173,U439,5,Will come again. Will come again.,2024-08-05
R3954,B119,U160,2,Never again. Terrible experience.,2023-08-09
R3955,B161,U337,4,Amazing service. Loved it.,2024-06-20
R3956,B280,U253,2,Terrible experience. Waste of money.,2025-10-07
R3957,B197,U264,2,Rude staff. Rude staff.,2021-03-08
R3958,B165,U368,5,Great food! Great food!,2023-05-20
R3959,B168,U116,2,Terrible experience. Rude staff.,2022-03-24
R3960,B272,U364,5,Loved it. Loved it.,2023-11-19
R3961,B280,U265,3,Slightly delayed.,2024-05-25
R3962,B275,U168,3,Average food.,2023-06-22
R3963,B101,U378,2,Rude staff. Never again.,2020-12-26
R3964,B125,U324,3,Decent price.,2020-04-06
R3965,B133,U325,4,Great food! Amazing service.,2020-04-06
R3966,B243,U6,4,Will come again. Loved it.,2024-08-16
R3967,B283,U322,5,Loved it. Amazing service.,2024-07-15
R3968,B245,U319,4,Amazing service. Will come again.,2022-09-15
R3969,B290,U336,2,Terrible experience. Cold food.,2024-06-11
R3970,B233,U131,3,Average food.,2022-08-25
R3971,B106,U340,4,Delicious. Will come again.,2020-11-28
R3972,B230,U135,2,Cold food. Never again.,2020-06-14
R3973,B297,U65,4,Great food! Delicious.,2020-04-15
R3974,B268,U282,2,Terrible experience. Terrible experience.,2025-05-05
R3975,B146,U232,4,Loved it. Loved it.,2023-09-03
R3976,B252,U204,1,Never again. Rude staff.,2024-04-05
R3977,B237,U398,3,Average food.,2020-04-24
R3978,B140,U308,2,Cold food. Never again.,2021-10-28
R3979,B192,U25,5,Delicious. Delicious.,2024-06-18
R3980,B204,U86,5,Amazing service. Delicious.,2022-03-04
R3981,B235,U116,1,Rude staff. Never again.,2025-03-18
